observationUnitName,germplasmDbId,observationVariableDbId,germplasmName,value,observationDbId,collector,uploadedBy,studyDbId,observationVariableName,observationUnitDbId,observationTimeStamp
23FTC_DTD_312,1544582,84527,U8382_C8.2,4768,5391973,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626348,NA
23FTC_DTD_313,1544374,84527,U8546_C3,4552.8,5402371,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626532,NA
23FTC_DTD_314,1478508,84527,KS15SGDCB092-4,4895.8,5449940,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626325,NA
23FTC_DTD_315,1478788,84527,LARRY,5965.1,5456359,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626286,NA
23FTC_DTD_316,1544788,84527,KS16COGDPOP16-4,5198.4,5476756,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626613,NA
23FTC_DTD_317,1478637,84527,KS15SGDCB104-2,4606.6,5448803,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626416,NA
23FTC_DTD_318,1478591,84527,KS15SGDCB087-16,5010.1,5395779,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626480,NA
23FTC_DTD_319,1544499,84527,KSTdGD42-196,5507.8,5440370,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626390,NA
23FTC_DTD_320,1544501,84527,KSTdGD30-152,3476.8,5473453,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626656,NA
23FTC_DTD_321,1544825,84527,U8542_D8,4936.2,5437071,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626648,NA
23FTC_DTD_322,1559260,84527,U8454_U8446_C1 .2,4519.2,5415122,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626279,NA
23FTC_DTD_323,1544547,84527,U8546_E3,3806.4,5429886,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626474,NA
23FTC_DTD_324,1544374,84527,U8546_C3,5158.1,5476953,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626352,NA
23FTC_DTD_325,222282,84527,KS061406LN~26,5010.1,5469833,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626343,NA
23FTC_DTD_326,1544746,84527,U8546_A2,5205.2,5449441,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626486,NA
23FTC_DTD_327,1478700,84527,KS15SGDCB098-8,5386.7,5477977,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626351,NA
23FTC_DTD_328,1478662,84527,KS15SGDCB110-8,4754.6,5410606,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626627,NA
23FTC_DTD_329,1544706,84527,KSTdGD30-104,5501.1,5462754,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626329,NA
23FTC_DTD_330,1544867,84527,U9318-E_A4,3752.6,5443553,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626493,NA
23FTC_DTD_331,1544360,84527,U8323_E4.1,4895.8,5474328,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626499,NA
23FTC_DTD_332,1478751,84527,KS15SGDCB098-1,5736.4,5406664,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626442,NA
23FTC_DTD_333,1544367,84527,KSTdGD80-238,6039.1,5386142,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626618,NA
23FTC_DTD_334,1478233,84527,KS15SGDCB091-18,4862.2,5435248,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626415,NA
23FTC_DTD_335,1537452,84527,KanMark,5568.3,5442775,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626380,NA
23FTC_DTD_336,1478366,84527,KS15SGDCB105-8,6106.3,5468607,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626536,NA
23FTC_DTD_337,221270,84527,KS090387K-20,5346.4,5440422,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626309,NA
23FTC_DTD_338,1544815,84527,KS16GD2POP15-3,5810.4,5405711,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626583,NA
23FTC_DTD_339,1477971,84527,KS15SGDCB106-9,5279.1,5448865,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626280,NA
23FTC_DTD_340,1477995,84527,KS15SGDCB091-10,5978.5,5419545,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626538,NA
23FTC_DTD_341,1477998,84527,KS15SGDCB091-23,5595.2,5403982,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626548,NA
23FTC_DTD_342,1544670,84527,U8454_U8446_B2.2,5474.2,5478113,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626391,NA
23FTC_DTD_343,1544578,84527,KSTdGD34-69,4075.4,5458950,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626582,NA
23FTC_DTD_344,1477930,84527,KS15SGDCB091-1,5050.5,5409752,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626465,NA
23FTC_DTD_345,222282,84527,KS061406LN~26,4747.9,5417052,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626424,NA
23FTC_DTD_346,1544865,84527,KS16GD2POP28-6,4963.1,5396444,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626577,NA
23FTC_DTD_347,1544487,84527,U8439_U8554_U8440_C5,4586.5,5414912,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626454,NA
23FTC_DTD_348,1544553,84527,KSTdGD42-76,3974.5,5476016,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626518,NA
23FTC_DTD_349,1544811,84527,U8458_U8459_U8460_U8471_A5,5393.5,5425028,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626429,NA
23FTC_DTD_350,1544435,84527,U8453_D1,4371.3,5460213,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626602,NA
23FTC_DTD_351,1544396,84527,KS16RLGDPOP46-2,5541.4,5446533,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626610,NA
23FTC_DTD_352,1478336,84527,KS15SGDCB111-1,5346.4,5425431,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626338,NA
23FTC_DTD_353,1544769,84527,KSTdGD41-31,4223.3,5417091,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626512,NA
23FTC_DTD_354,1478788,84527,LARRY,6341.7,5462602,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626315,NA
23FTC_DTD_355,1478373,84527,KS15SGDCB092-3,5117.7,5459163,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626301,NA
23FTC_DTD_356,1478606,84527,KS15SGDCB110-5,5776.8,5440713,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626449,NA
23FTC_DTD_357,1544860,84527,U8546_B5.2,4364.5,5468430,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626580,NA
23FTC_DTD_358,1478442,84527,KS15SGDCB088-13,4808.4,5424370,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626302,NA
23FTC_DTD_359,1544348,84527,KSTdGD30-83,4781.5,5477089,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626604,NA
23FTC_DTD_360,1478643,84527,KS15SGDCB092-1,4633.5,5454172,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626431,NA
23FTC_DTD_361,1478338,84527,KS15SGDCB103-10,4768,5467488,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626436,NA
23FTC_DTD_362,1544767,84527,U8458_U8459_U8460_U8471_E9,4747.9,5393183,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626501,NA
23FTC_DTD_363,1478709,84527,KS15SGDCB103-6,4929.4,5400745,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626307,NA
23FTC_DTD_364,1544710,84527,U8453_E7,4310.7,5451717,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626522,NA
23FTC_DTD_365,1544506,84527,U8330_U8444_U8574_U8346_E6,4761.3,5455030,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626562,NA
23FTC_DTD_366,1386324,84527,KS061278M-4,5554.9,5475285,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626369,NA
23FTC_DTD_367,1478303,84527,KS15SGDCB103-25,5043.8,5447518,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626473,NA
23FTC_DTD_368,1478598,84527,KS15SGDCB102-2,5292.6,5394813,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626409,NA
23FTC_DTD_369,1478337,84527,KS15SGDCB116-3,4391.4,5438708,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626494,NA
23FTC_DTD_370,1544511,84527,KSTdGD80-279,5534.7,5448587,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626330,NA
23FTC_DTD_371,1544355,84527,U9359-D_D6,3907.2,5462271,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626342,NA
23FTC_DTD_372,1478479,84527,KS15SGDCB088-2,5285.9,5387045,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626606,NA
23FTC_DTD_373,1537452,84527,KanMark,4956.3,5407495,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626406,NA
23FTC_DTD_374,1544513,84527,U8551_C2,4902.5,5457003,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626632,NA
23FTC_DTD_375,1544521,84527,KSTdGD30-76,4714.2,5451076,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626641,NA
23FTC_DTD_376,1477871,84527,KS15SGDCB090-13,4633.5,5469725,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626561,NA
23FTC_DTD_377,1477974,84527,KS15SGDCB110-17,4586.5,5452460,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626281,NA
23FTC_DTD_378,1544429,84527,U8547_U8433_B4,4256.9,5389298,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626598,NA
23FTC_DTD_379,1544356,84527,U8450_B9,4330.9,5443933,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626311,NA
23FTC_DTD_380,1478306,84527,KS15SGDCB091-2,4936.2,5460130,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626513,NA
23FTC_DTD_381,219209,84527,DANBY,5891.1,5446411,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626524,NA
23FTC_DTD_382,1544817,84527,KSTdGD42-211,3766,5425496,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626412,NA
23FTC_DTD_383,1544464,84527,KSTdGD41-51,4613.4,5417155,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626605,NA
23FTC_DTD_384,1544502,84527,U8318_U8319_C4,4223.3,5462732,dwaring87,dwaring87,10884,Grain yield - kg/ha|CO_321:0001218,1626440,NA
OHRWW_2023_MAD_PLOT13101,232517,84527,WINTERHAWK,5136.17,5617143,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642633,NA
OHRWW_2023_MAD_PLOT13102,227974,84527,NI12702W,6092.25,5625548,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642933,NA
OHRWW_2023_MAD_PLOT13103,237168,84527,NORTHERN,5258.83,5625667,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642673,NA
OHRWW_2023_MAD_PLOT13104,1361408,84527,TAM 114,5716.67,5607706,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642965,NA
OHRWW_2023_MAD_PLOT13105,1478262,84527,WI13OWW-138.04,4242.8,5583181,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642801,NA
OHRWW_2023_MAD_PLOT13106,1361568,84527,CATAWBA,5436.65,5611707,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642676,NA
OHRWW_2023_MAD_PLOT13107,1550604,84527,WI13OWW-9.05,5269.76,5588362,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642870,NA
OHRWW_2023_MAD_PLOT13109,1550034,84527,Blé de Redon De sixt Sur Aft,5252.06,5594195,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642841,NA
OHRWW_2023_MAD_PLOT13110,1055775,84527,WARTHOG,5750.21,5615013,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642639,NA
OHRWW_2023_MAD_PLOT13111,1550815,84527,Haute Brionnais Mutique,3302.18,5599019,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642902,NA
OHRWW_2023_MAD_PLOT13112,1550297,84527,WI13OWW-152.02,5243.81,5590298,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642646,NA
OHRWW_2023_MAD_PLOT13113,1478760,84527,WI13OWW-11.03,4577.74,5590257,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642937,NA
OHRWW_2023_MAD_PLOT13114,921362,84527,VA14HRW-25,5164.56,5597669,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642702,NA
OHRWW_2023_MAD_PLOT13115,921362,84527,VA14HRW-25,6666.08,5618803,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642730,NA
OHRWW_2023_MAD_PLOT13116,1478357,84527,WI13OWW-8.06,4830.79,5594845,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642940,NA
OHRWW_2023_MAD_PLOT13117,921816,84527,VA14HRW-41,6421.44,5631207,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642835,NA
OHRWW_2023_MAD_PLOT13118,1478589,84527,GUA,4929.37,5630839,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642894,NA
OHRWW_2023_MAD_PLOT13119,1478123,84527,Turkey Red,5080.36,5610864,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642861,NA
OHRWW_2023_MAD_PLOT13120,921199,84527,14VDH-HRW02-029,4400.05,5602042,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642705,NA
OHRWW_2023_MAD_PLOT13121,1478367,84527,WI13OWW-47.04,3640.3,5614045,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642949,NA
OHRWW_2023_MAD_PLOT13122,231551,84527,YELLOWSTONE,5736.87,5628557,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642697,NA
OHRWW_2023_MAD_PLOT13123,231687,84527,EVEREST,2820.66,5628480,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642917,NA
OHRWW_2023_MAD_PLOT13124,1550457,84527,Blanc dla Saone,3694.07,5611634,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642647,NA
OHRWW_2023_MAD_PLOT13125,1344507,84527,ARS18W0700,4784.52,5579939,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642767,NA
OHRWW_2023_MAD_PLOT13126,1550310,84527,WI13OWW-49.01,4404.41,5607781,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642920,NA
OHRWW_2023_MAD_PLOT13127,1550125,84527,WI13OWW-2.02,5263.07,5592137,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642792,NA
OHRWW_2023_MAD_PLOT13128,1550492,84527,Atar,4228.42,5592295,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642677,NA
OHRWW_2023_MAD_PLOT13129,1550898,84527,WI13OWW-199.1,5039.65,5597307,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642749,NA
OHRWW_2023_MAD_PLOT13130,1550744,84527,Rouge du Roc,7019.28,5628837,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642924,NA
OHRWW_2023_MAD_PLOT13131,1550979,84527,WI13OWW-251.01,4728.12,5591030,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642628,NA
OHRWW_2023_MAD_PLOT13132,1550113,84527,Marius,4471.18,5602192,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642928,NA
OHRWW_2023_MAD_PLOT13133,921522,84527,ARS16W1025,3004.38,5602415,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642668,NA
OHRWW_2023_MAD_PLOT13134,1550458,84527,Maxine,5058.18,5578999,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642970,NA
OHRWW_2023_MAD_PLOT13135,1478340,84527,WI13OWW-140.05,4098.15,5609779,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642805,NA
OHRWW_2023_MAD_PLOT13136,1477872,84527,BLANC_DE_MORVAN,2771.83,5582501,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642666,NA
OHRWW_2023_MAD_PLOT13137,1550448,84527,MT WarCat,4333.24,5613089,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642810,NA
OHRWW_2023_MAD_PLOT13138,1478278,84527,REDEEMER,3432.85,5612727,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642926,NA
OHRWW_2023_MAD_PLOT13139,1550300,84527,BANATKA,3291.71,5619937,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642848,NA
OHRWW_2023_MAD_PLOT13140,1550420,84527,Ladoga,3436.67,5604675,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642678,NA
OHRWW_2023_MAD_PLOT13141,1415118,84527,VA20HRW-70,2091.7,5616977,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642972,NA
OHRWW_2023_MAD_PLOT13142,1550917,84527,WI13OWW-138.1,2665.76,5625864,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642672,NA
OHRWW_2023_MAD_PLOT13143,1550762,84527,PS_ExtensivMontpellier,2365.88,5625980,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642934,NA
OHRWW_2023_MAD_PLOT13144,229643,84527,LYMAN,3432.26,5607477,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642626,NA
OHRWW_2023_MAD_PLOT13145,1550767,84527,Blé du Lot,4041.87,5582962,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642794,NA
OHRWW_2023_MAD_PLOT13146,238948,84527,REDFIELD,6187.61,5611432,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642936,NA
OHRWW_2023_MAD_PLOT13147,234886,84527,IDEAL,5197.71,5588419,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642895,NA
OHRWW_2023_MAD_PLOT13148,1550679,84527,Megamix Moulon Autogame,4140.84,5588257,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642834,NA
OHRWW_2023_MAD_PLOT13149,1415119,84527,VA20HRW-10,4689.89,5594692,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642955,NA
OHRWW_2023_MAD_PLOT13150,1415017,84527,VA19HRW-26,4841.15,5591656,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642766,NA
OHRWW_2023_MAD_PLOT13151,1550975,84527,Ovlianowska,2721.8,5629285,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642859,NA
OHRWW_2023_MAD_PLOT13152,1550670,84527,WI13OWW-10.05,3900.39,5612534,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642759,NA
OHRWW_2023_MAD_PLOT13153,221820,84527,WARHORSE,4152.74,5612407,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642820,NA
OHRWW_2023_MAD_PLOT13154,1550383,84527,Blé Allemand,3520.34,5621294,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642739,NA
OHRWW_2023_MAD_PLOT13155,1414910,84527,VA20HRW-50,4874.24,5596852,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642709,NA
OHRWW_2023_MAD_PLOT13156,1478331,84527,WI13OWW-260.06,4027.18,5624108,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642823,NA
OHRWW_2023_MAD_PLOT13157,1055775,84527,WARTHOG,4564.18,5601390,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642629,NA
OHRWW_2023_MAD_PLOT13158,1551025,84527,St. Priest et le Vernois Rouge,3525.43,5600987,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642752,NA
OHRWW_2023_MAD_PLOT13159,1550353,84527,Rallet,2593.71,5581284,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642683,NA
OHRWW_2023_MAD_PLOT13160,1477953,84527,ROJO_DE_SABANDO,3201.74,5593623,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642844,NA
OHRWW_2023_MAD_PLOT13161,1550366,84527,WI13OWW-246.02,3074.26,5607613,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642791,NA
OHRWW_2023_MAD_PLOT13162,1550302,84527,Megamix Montpellie Autogame,2828.03,5623610,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642849,NA
OHRWW_2023_MAD_PLOT13163,224002,84527,ARROW,3501.93,5623740,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642741,NA
OHRWW_2023_MAD_PLOT13164,1550089,84527,Lagoda,2701.78,5616900,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642808,NA
OHRWW_2023_MAD_PLOT13165,1550705,84527,ARS20W067,1849.68,5587463,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642974,NA
OHRWW_2023_MAD_PLOT13166,228212,84527,GOODSTREAK,3908.75,5613811,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642743,NA
OHRWW_2023_MAD_PLOT13167,1550384,84527,Ronso della Langhe,4402.9,5583709,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642817,NA
OHRWW_2023_MAD_PLOT13168,1550068,84527,WI13OWW-59.05,4374.31,5583333,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642914,NA
OHRWW_2023_MAD_PLOT13169,1415083,84527,VA20HRW-38,5757.07,5602987,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642877,NA
OHRWW_2023_MAD_PLOT13170,1478340,84527,WI13OWW-140.05,3958.82,5609083,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642691,NA
OHRWW_2023_MAD_PLOT13171,1485291,84527,Sirvinta,4414.61,5598104,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642938,NA
OHRWW_2023_MAD_PLOT13172,1550561,84527,ARS19W258,4499.7,5580740,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642686,NA
OHRWW_2023_MAD_PLOT13173,1345772,84527,ARS18W0079,4250.11,5580632,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642901,NA
OHRWW_2023_MAD_PLOT13174,1284635,84527,VA17W-75,4466.95,5599650,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642664,NA
OHRWW_2023_MAD_PLOT13175,1550048,84527,TUELLE,3001.98,5631946,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642786,NA
OHRWW_2023_MAD_PLOT13176,1442436,84527,FREDRICK,4096.88,5603160,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642906,NA
OHRWW_2023_MAD_PLOT13177,1550288,84527,WI13OWW-266.1,3338.63,5619991,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642735,NA
OHRWW_2023_MAD_PLOT13178,219435,84527,SHIRLEY,2467.29,5619696,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642642,NA
OHRWW_2023_MAD_PLOT13179,1550214,84527,Rougdu_Roc/JFB,3642.4,5613008,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642765,NA
OHRWW_2023_MAD_PLOT13180,1550167,84527,WI13OWW-51.08,3700.62,5593545,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642953,NA
OHRWW_2023_MAD_PLOT13181,1478658,84527,WI13OWW-12.05,3454.04,5607312,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642708,NA
OHRWW_2023_MAD_PLOT13182,1550986,84527,ALAUDA,4183.75,5623490,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642960,NA
OHRWW_2023_MAD_PLOT13183,229879,84527,TX02A0252,3733.37,5623395,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642656,NA
OHRWW_2023_MAD_PLOT13184,1477880,84527,WI13OWW-183.05,4521.15,5616672,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642891,NA
OHRWW_2023_MAD_PLOT13185,231906,84527,JUDEE,4261.1,5587823,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642857,NA
OHRWW_2023_MAD_PLOT13186,1478367,84527,WI13OWW-47.04,4113,5613684,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642654,NA
OHRWW_2023_MAD_PLOT13187,1445048,84527,AC_MORLEY,4393.55,5583968,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642699,NA
OHRWW_2023_MAD_PLOT13188,1478618,84527,WI13OWW-202.07,3375.83,5583584,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642757,NA
OHRWW_2023_MAD_PLOT13189,1284387,84527,WINNER,4593.03,5602768,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642638,NA
OHRWW_2023_MAD_PLOT13190,920275,84527,VA16HRW-22,2190.9,5579302,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642840,NA
OHRWW_2023_MAD_PLOT13192,1259764,84527,Millenium,4858.59,5611307,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642832,NA
OHRWW_2023_MAD_PLOT13193,1550060,84527,Oulianowska,2982.35,5611221,dwaring87,dwaring87,10941,Grain yield - kg/ha|CO_321:0001218,1642784,NA
